ID,MAX SPEED,MAX SPEED RAW,MAX SPEED DATE TIME,THRESHOLD MESSAGE (MAX),MIN SPEED,MIN SPEED RAW,MIN SPEED DATE TIME,THRESHOLD MESSAGE (MIN)
10770,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 10770
10771,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 10771
7962,5.55 Mbit/s,693704.8675,09-02-2024 15:26,not_Set,0.44 Mbit/s,54445.2333,09-02-2024 18:38,not_set
7963,< 0.01,164.1188,09-02-2024 17:00,not_Set,< 0.01,152.6798,09-02-2024 16:59,not_set
7964,< 0.01,655.5741,09-02-2024 17:16,not_Set,< 0.01,498.2658,09-02-2024 15:00,not_set
7965,< 0.01,96.3321,09-02-2024 18:42,not_Set,< 0.01,83.878,09-02-2024 18:25,not_set
7966,< 0.01,227.4167,09-02-2024 16:13,not_Set,< 0.01,167.6554,09-02-2024 17:29,not_set
10765,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 10765
10766,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 10766
10768,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 10768
10769,,,,,,,,No non-NaN values found in 'Traffic Total (Speed)(RAW)' for ID 10769
6521,< 0.01,1174.6,09-02-2024 19:01,not_Set,< 0.01,169.3333,09-02-2024 15:14,not_set
9882,305 Mbit/s,38097827.15,09-02-2024 17:17,not_Set,< 0.01,218.55,09-02-2024 16:10,not_set
9883,< 0.01,114.1524,09-02-2024 17:52,not_Set,< 0.01,59.8567,09-02-2024 14:32,not_set
9955,974 Mbit/s,121736031.1,09-02-2024 18:11,not_Set,1.96 Mbit/s,244957.5263,09-02-2024 17:55,not_set
9956,989 Mbit/s,123612409.3,09-02-2024 18:12,not_Set,1.97 Mbit/s,246045.95,09-02-2024 16:58,not_set
6531,"1,872 Mbit/s",233961045.5,09-02-2024 19:06,not_Set,1.11 Mbit/s,138869.0782,09-02-2024 18:22,not_set
6532,22 Mbit/s,2772828.133,09-02-2024 14:02,not_Set,0.03 Mbit/s,4253.8333,09-02-2024 18:21,not_set
6533,"1,852 Mbit/s",231455115.5,09-02-2024 19:07,not_Set,1.11 Mbit/s,139017.3304,09-02-2024 16:47,not_set
6534,22 Mbit/s,2754999.767,09-02-2024 14:01,not_Set,0.03 Mbit/s,4137.7959,09-02-2024 19:16,not_set
6522,< 0.01,238.077,09-02-2024 18:00,not_Set,< 0.01,217.3391,09-02-2024 16:28,not_set
6523,0.15 Mbit/s,19228.7715,09-02-2024 14:01,not_Set,0.02 Mbit/s,2393.1678,09-02-2024 18:13,not_set
6524,0.24 Mbit/s,29398.7498,09-02-2024 14:03,not_Set,0.02 Mbit/s,2823.3039,09-02-2024 18:12,not_set
6525,0.05 Mbit/s,6438.2667,09-02-2024 14:02,not_Set,0.02 Mbit/s,2496.5328,09-02-2024 18:12,not_set
6528,652 Mbit/s,81470130.66,09-02-2024 16:36,not_Set,0.40 Mbit/s,50279.3534,09-02-2024 18:29,not_set
6529,< 0.01,438.5629,09-02-2024 14:43,not_Set,< 0.01,381.6803,09-02-2024 19:01,not_set
6530,< 0.01,195.5341,09-02-2024 14:02,not_Set,< 0.01,139.6598,09-02-2024 15:16,not_set
6537,302 Mbit/s,37756795.8,09-02-2024 16:32,not_Set,0.10 Mbit/s,12370.2117,09-02-2024 18:13,not_set
6538,< 0.01,447.5413,09-02-2024 15:14,not_Set,< 0.01,397.5667,09-02-2024 18:29,not_set
6539,< 0.01,196.2506,09-02-2024 19:13,not_Set,< 0.01,167.8054,09-02-2024 13:48,not_set
6540,< 0.01,109.7699,09-02-2024 16:43,not_Set,< 0.01,96.1667,09-02-2024 15:32,not_set
6541,0.56 Mbit/s,69679.2097,09-02-2024 14:35,not_Set,< 0.01,829.3049,09-02-2024 18:44,not_set
6542,< 0.01,775.5581,09-02-2024 18:47,not_Set,< 0.01,744.7724,09-02-2024 18:51,not_set
6543,< 0.01,121.5797,09-02-2024 18:49,not_Set,< 0.01,107.6,09-02-2024 14:01,not_set
6546,0.56 Mbit/s,70393.6,09-02-2024 14:35,not_Set,0.01 Mbit/s,1597.2824,09-02-2024 18:56,not_set
